query_number,results,status,time,mem[kB]
446,0,OK,21,15642076
447,100000,OK,253,15642076
448,100000,OK,184,15642076
449,100000,OK,188,15643132
450,100000,OK,135,15643132
451,100000,OK,257,15643132
452,100000,OK,124,15643132
453,100000,OK,222,15643132
454,100000,OK,229,15643132
455,623,OK,8,15643132
456,6603,OK,40,15643132
457,54309,OK,76,15643132
458,100000,OK,414,15644180
459,100000,OK,162,15644180
460,58404,OK,151,15644180
461,100000,OK,163,15644180
462,100000,OK,179,15644180
463,100000,OK,851,15644180
464,100000,OK,347,15644180
465,250,OK,70,15644180
466,3172,OK,15,15644180
467,40641,OK,69,15644180
468,75658,OK,83,15644180
469,25297,OK,33,15644180
470,100000,OK,422,15644180
471,19764,OK,29,15644180
472,100000,OK,184,15644180
473,100000,OK,263,15644180
474,4,OK,53,15644180
475,100000,OK,231,15644180
476,3849,OK,41,15644180
477,100000,OK,379,15644180
478,7072,OK,36,15644180
479,100000,OK,197,15644180
480,100000,OK,184,15644180
481,0,OK,23,15644180
482,15674,OK,35,15644180
483,100000,OK,288,15644180
484,34,OK,8,15644180
485,14950,OK,51,15644180
486,100000,OK,162,15644180
487,100000,OK,280,15644180
488,100000,OK,504,15644180
489,46544,OK,81,15644180
490,100000,OK,196,15644180
491,100000,OK,317,15644180
492,21673,OK,45,15644180
493,15654,OK,26,15644180
494,0,OK,34,15644180
495,5007,OK,18,15644180
496,10669,OK,20,15644180
497,503,OK,37,15644180
498,4757,OK,12,15644180
499,1217,OK,25,15644180
500,100000,OK,197,15644180
501,9804,OK,17,15644180
502,100000,OK,210,15644180
503,100000,OK,189,15644180
504,67395,OK,113,15644180
505,6363,OK,45,15644180
506,4606,OK,35,15644180
507,13685,OK,1028,15644180
508,100000,OK,221,15644180
509,44,OK,10,15644180
510,7431,OK,788,15644180
511,0,OK,6,15644180
512,18895,OK,187,15644180
513,100000,OK,233,15644180
514,100000,OK,264,15644180
515,100000,OK,749,15644180
516,99335,OK,141,15644180
517,100000,OK,145,15644180
518,28466,OK,42,15644180
519,100000,OK,145,15644444
520,100000,OK,271,15644444
521,100000,OK,256,15644444
522,100000,OK,359,15644444
523,100000,OK,239,15644444
524,38542,OK,195,15644444
525,9,OK,7,15644444
526,12049,OK,20,15644444
527,46,OK,25,15644444
528,6312,OK,21,15644444
529,24,OK,6,15644444
530,0,OK,22,15644444
531,3331,OK,12,15644444
532,100000,OK,837,15644444
533,440,OK,29,15644444
534,419,OK,17,15644444
535,100000,OK,127,15644444
536,58191,OK,92,15644444
537,100000,OK,263,15644444
538,100000,OK,192,15644444
539,18635,OK,40,15644444
540,100000,OK,327,15644444
541,100000,OK,206,15644444
542,6630,OK,18,15644444
543,353,OK,29,15644444
544,1980,OK,8,15644444
545,100000,OK,249,15644444
546,35915,OK,72,15644444
547,100000,OK,215,15644444
548,16711,OK,28,15644444
549,47444,OK,74,15644444
550,100000,OK,102,15644444
551,100000,OK,236,15644444
552,100000,OK,256,15644444
553,100000,OK,176,15644444
554,100000,OK,198,15644444
555,40268,OK,48,15644444
556,100000,OK,261,15644444
557,100000,OK,289,15644444
