query_number,results,status,time,mem[kB]
439,100000,OK,154,84271980
440,40274,OK,73,84271980
441,9132,OK,25,84271980
442,33,OK,6,84271980
443,100000,OK,93,84271980
444,224,OK,13,84271980
445,100000,OK,143,84271980
446,0,OK,28,84271980
447,100000,OK,257,84271980
448,100000,OK,140,84271980
449,100000,OK,123,84271980
450,100000,OK,138,84271980
451,100000,OK,247,84271980
452,100000,OK,116,84271980
453,100000,OK,141,84271980
454,100000,OK,197,84271980
455,623,OK,8,84271980
456,6603,OK,40,84271980
457,54309,OK,77,84271980
458,100000,OK,101,84271980
459,100000,OK,147,84271980
460,58404,OK,151,84271980
461,100000,OK,133,84271980
462,100000,OK,148,84271980
463,100000,OK,318,84271980
464,100000,OK,151,84276076
465,250,OK,69,84276076
466,3172,OK,14,84276076
467,40641,OK,70,84276076
468,75658,OK,82,84276076
469,25297,OK,29,84276076
470,100000,OK,247,84276076
471,19764,OK,29,84276076
472,100000,OK,82,84276076
473,100000,OK,177,84276076
474,4,OK,41,84276076
475,100000,OK,141,84276076
476,3849,OK,33,84276076
477,100000,OK,301,84276076
478,7072,OK,39,84276076
479,100000,OK,164,84276076
480,100000,OK,165,84276076
481,0,OK,28,84276076
482,15674,OK,34,84276076
483,100000,OK,180,84276076
484,34,OK,7,84276076
485,14950,OK,51,84276076
486,100000,OK,101,84276076
487,100000,OK,242,83378216
488,100000,OK,215,83378216
489,46544,OK,80,83378216
490,100000,OK,119,83378216
491,100000,OK,163,83378216
492,21673,OK,39,83378216
493,15654,OK,25,83378216
494,0,OK,22,83378216
495,5007,OK,16,83378216
496,10669,OK,19,83378216
497,503,OK,33,83378216
498,4757,OK,12,83378216
499,1217,OK,25,83378216
500,100000,OK,147,83378216
501,9804,OK,17,83378216
502,100000,OK,128,83378216
503,100000,OK,167,83378216
504,67395,OK,116,83378216
505,6363,OK,32,83378216
506,4606,OK,25,83378216
507,13685,OK,1138,83407240
508,100000,OK,129,83407240
509,44,OK,9,83407240
510,7431,OK,778,83407240
511,0,OK,6,83407240
512,18895,OK,191,83407240
513,100000,OK,157,83407240
514,100000,OK,189,83407240
515,100000,OK,187,83407240
516,99335,OK,130,83407240
517,100000,OK,121,83407240
518,28466,OK,42,83407240
519,100000,OK,109,83407240
520,100000,OK,171,83407240
521,100000,OK,188,83407240
522,100000,OK,223,83407240
523,100000,OK,173,83407240
524,38542,OK,179,83407240
525,9,OK,8,83407240
526,12049,OK,19,83407240
527,46,OK,23,83407240
528,6312,OK,19,83407240
529,24,OK,6,83407240
530,0,OK,24,83407240
531,3331,OK,10,83407240
532,100000,OK,282,83407240
533,440,OK,39,83407240
534,419,OK,19,83407240
535,100000,OK,102,83407240
536,58191,OK,89,83407240
537,100000,OK,175,83407240
538,100000,OK,149,83407240
539,18635,OK,35,83407240
540,100000,OK,189,83407240
541,100000,OK,124,83407240
542,6630,OK,16,83407240
543,353,OK,27,83407240
544,1980,OK,8,83407240
545,100000,OK,197,83407240
546,35915,OK,79,83407240
547,100000,OK,160,83407240
548,16711,OK,28,83407240
549,47444,OK,74,83407240
550,100000,OK,102,83407240
551,100000,OK,130,83407240
552,100000,OK,146,83407240
553,100000,OK,108,83407240
554,100000,OK,118,83407240
555,40268,OK,46,83407240
556,100000,OK,123,83407240
557,100000,OK,160,83407240
558,100000,OK,163,83407240
559,126,OK,7,83407240
560,27850,OK,42,83407240
561,100000,OK,102,83407240
562,100000,OK,224,83407240
563,70830,OK,123,83407240
564,7318,OK,16,83407240
565,100000,OK,190,83407240
566,82820,OK,187,83407240
567,223,OK,7,83407240
568,62734,OK,101,83407240
569,100000,OK,108,83407240
570,100000,OK,191,83407240
571,490,OK,8,83407240
572,10331,OK,23,83407240
573,100000,OK,227,83407240
574,75043,OK,142,83407240
575,100000,OK,238,83407240
576,0,OK,8,83407240
577,4349,OK,26,83407240
578,15293,OK,58,83407240
579,100000,OK,276,83407240
580,100000,OK,123,83407240
581,100000,OK,249,83407240
582,100000,OK,126,83407240
583,50518,OK,63,83407240
584,100000,OK,176,83407240
585,100000,OK,168,83407240
