query_number,results,status,time,mem[kB]
535,100000,OK,118,68064196
536,58756,OK,100,68064196
537,100000,OK,169,68064196
538,100000,OK,141,68064196
539,18635,OK,50,68064196
540,100000,OK,191,68064196
541,100000,OK,124,68064196
542,6792,OK,17,68064196
543,353,OK,32,68064196
544,1980,OK,8,68064196
545,100000,OK,158,68064196
546,37049,OK,70,68064196
547,100000,OK,164,68064196
548,16867,OK,28,68064196
549,47450,OK,77,68064196
550,100000,OK,106,68064196
551,100000,OK,112,68064196
552,100000,OK,155,68064196
553,100000,OK,129,68064196
554,100000,OK,121,68064196
555,40270,OK,47,68064196
556,100000,OK,125,68064196
557,100000,OK,161,68064196
558,100000,OK,172,68064196
559,126,OK,7,68064196
560,29368,OK,46,68064196
561,100000,OK,106,68064196
562,100000,OK,229,68064196
563,77527,OK,140,68064196
564,7332,OK,17,68064196
565,100000,OK,185,68064196
566,83657,OK,181,68064196
567,223,OK,7,68064196
568,63319,OK,131,68064196
569,100000,OK,96,68064196
570,100000,OK,181,68064196
571,494,OK,8,68064196
572,10558,OK,26,68064196
573,100000,OK,207,68064196
574,95404,OK,149,68064196
575,100000,OK,212,68064196
576,0,OK,8,68064196
577,4606,OK,15,68064196
578,16695,OK,62,68064196
579,100000,OK,245,68064196
580,100000,OK,106,68064196
581,100000,OK,270,68105372
582,100000,OK,123,68105372
583,50740,OK,65,68105372
584,100000,OK,163,68105372
585,100000,OK,155,68107420
586,100000,OK,284,68107420
587,26981,OK,71,68107420
588,100000,OK,175,68107420
589,100000,OK,184,68107420
590,100000,OK,156,68107420
591,100000,OK,120,68107420
592,100000,OK,155,68107420
593,46181,OK,118,68107420
594,104,OK,7,68107420
595,13356,OK,23,68107420
596,15016,OK,25,68107420
597,100000,OK,256,68107420
598,100000,OK,195,68107420
599,1605,OK,9,68107420
600,0,OK,6,68107420
601,100000,OK,381,68107420
602,100000,OK,139,68107420
603,100000,OK,191,68107420
604,18721,OK,201,68107420
605,100000,OK,171,68107420
606,100000,OK,203,68107420
607,3206,OK,12,68107420
608,100000,OK,95,68107420
609,100000,OK,112,68107420
610,83089,OK,132,68107420
611,4536,OK,16,68059272
612,100000,OK,159,68059272
613,100000,OK,163,68059272
614,1778,OK,9,68059272
615,0,OK,6,68059272
616,7641,OK,22,68059272
617,100000,OK,181,68059272
618,19802,OK,32,68059272
619,50224,OK,80,68059272
620,4890,OK,27,68059272
621,100000,OK,162,68059272
622,100000,OK,387,68059272
623,100000,OK,948,68071560
624,100000,OK,132,68071560
625,29368,OK,45,68071560
626,100000,OK,96,68071560
627,14028,OK,31,68071560
628,78,OK,7,68071560
629,31,OK,6,68071560
630,100000,OK,198,68071560
631,331,OK,477,68071560
632,16,OK,40,68071560
633,100000,OK,2240,68083848
634,61,OK,206,68083848
635,100000,OK,544,68085896
636,14775,OK,145,68085896
637,8,OK,56,68085896
638,5355,OK,264,68089992
639,140,OK,47,68089992
640,72997,TIMEOUT,60000,68089992
641,2291,OK,39,68089992
642,94752,TIMEOUT,60000,72948520
643,73010,TIMEOUT,60000,72948520
644,94775,TIMEOUT,60000,72948520
645,0,TIMEOUT,60000,79099140
646,100000,OK,253,79099140
647,100000,OK,283,79101188
648,100000,OK,404,79105284
649,47609,OK,286,79107332
650,100000,OK,271,79111428
651,211,OK,95,79111428
652,100000,OK,541,79052556
653,100000,OK,6246,79066892
654,100000,OK,3121,79132652
655,40071,TIMEOUT,60000,79198264
656,72581,TIMEOUT,60000,81499732
657,90742,TIMEOUT,60000,81501780
658,72657,TIMEOUT,60000,83439440
659,90742,TIMEOUT,60000,83439440
660,100000,OK,235,83441488
